repo_name,build_tool,path,instruction_missed,instruction_covered,branch_missed,branch_covered,line_missed,line_covered,complexity_missed,complexity_covered,method_missed,method_covered
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/discrete_mode_choice
",2900,5186,273,224,643,1115,324,401,149,321
pmd/pmd,maven,"md_pmd/pmd-perl
",31,23,0,0,8,2,1,1,1,1
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.upnpcontrol
",5179,6054,611,453,1039,1458,568,347,140,215
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/redis
",809,438,18,20,193,119,45,36,32,30
camunda-cloud/zeebe,maven,"amunda-cloud_zeebe/atomix/utils
",3966,1793,298,115,928,407,509,166,344,123
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/security-jdbc-quickstart
",17,0,0,0,6,0,6,0,6,0
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-jpaserver-model
",5337,2134,360,98,1451,518,676,191,486,152
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/security-openid-connect-quickstart
",25,0,0,0,8,0,6,0,6,0
pmd/pmd,maven,"md_pmd/pmd-visualforce
",10930,17702,2338,1872,2569,3508,1816,1168,143,474
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.mqtt.generic
",2198,2980,239,273,540,653,323,190,143,106
eclipse-ee4j/glassfish,maven,"ipse-ee4j_glassfish/appserver/tests/appserv-tests/devtests/ejb/ee/cluster-tests/asynctest
",776,0,76,0,144,0,60,0,22,0
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/spring-scheduled-quickstart
",52,0,0,0,17,0,8,0,8,0
corona-warn-app/cwa-server,maven,"a-warn-app_cwa-server/common/shared
",161,484,7,11,40,103,12,41,7,37
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.networkupstools
",1406,748,152,28,310,133,138,29,49,26
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/csl
",8,320,4,10,1,69,4,21,0,18
zsmartsystems/com.zsmartsystems.zigbee,maven,"zsmartsystems_com.zsmartsystems.zigbee/com.zsmartsystems.zigbee
",136343,81377,4086,1788,26890,11236,10501,2551,8197,1846
knowm/xchange,maven,"knowm_xchange/xchange-stream-coinmate
",1042,351,23,6,231,100,82,43,69,40
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-server
",35981,5931,4408,463,8116,1290,3733,471,1422,309
dcache/dcache,maven,"ache_dcache/modules/acl
",1819,138,218,12,411,20,177,7,64,1
spring-cloud/spring-cloud-commons,maven,"ing-cloud_spring-cloud-commons/spring-cloud-loadbalancer
",927,3132,117,217,194,735,176,327,81,255
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.millheat
",3433,961,330,32,749,209,329,62,152,52
zalando/opentracing-toolbox,maven,"zalando_opentracing-toolbox/opentracing-spring-extension/opentracing-spring-webflux-extension
",0,592,0,10,0,132,0,64,0,59
pmd/pmd,maven,"md_pmd/pmd-groovy
",48,68,1,5,8,17,3,4,2,2
pmd/pmd,maven,"md_pmd/pmd-xml
",660,2004,39,130,162,383,106,161,80,98
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/udp
",543,665,37,9,130,140,46,35,23,35
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/osm
",522,2726,65,191,111,536,91,220,40,143
pmd/pmd,maven,"md_pmd/pmd-modelica
",18387,13905,2587,944,4778,2616,2388,937,765,659
knowm/xchange,maven,"knowm_xchange/xchange-koineks
",207,254,6,2,38,69,19,26,13,26
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.max
",7671,4026,647,189,1663,767,607,232,241,158
spring-cloud/spring-cloud-commons,maven,"ing-cloud_spring-cloud-commons/spring-cloud-starter-bootstrap
",0,0,0,0,0,0,0,0,0,0
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-sql-migrate
",3937,6626,270,313,793,1378,365,439,173,316
dcache/dcache,maven,"ache_dcache/modules/common-cli
",2618,1138,296,120,601,260,269,116,106,71
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/functions
",234,1257,53,68,61,310,62,110,20,89
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/kogito-pmml-quickstart
",0,0,0,0,0,0,0,0,0,0
knowm/xchange,maven,"knowm_xchange/xchange-stream-bitstamp
",215,177,12,0,68,39,34,13,27,13
knowm/xchange,maven,"knowm_xchange/xchange-coinbase
",5531,3142,92,23,1056,804,530,346,479,337
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.io.transport.mqtt
",1184,1290,165,92,272,326,163,114,54,92
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/adapter
",0,50,0,0,0,16,0,10,0,10
apache/jena,maven,"apache_jena/jena-db/jena-dboe-trans-data
",3894,6140,383,526,721,1628,419,489,120,332
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/context-propagation-quickstart
",39,0,0,0,13,0,7,0,7,0
xerial/sqlite-jdbc,maven,"xerial_sqlite-jdbc
",6854,12635,686,899,1729,2814,1277,836,757,526
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.ui.icon
",264,487,28,54,67,111,42,33,21,13
apache/maven-surefire,maven,"apache_maven-surefire/surefire-its/src/test/resources/surefire-257-rerunningTests/module1
",0,5,0,0,0,2,0,2,0,2
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/getting-started-knative
",16,0,0,0,5,0,5,0,5,0
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/abstract-factory
",8,211,1,2,2,53,2,36,1,35
knowm/xchange,maven,"knowm_xchange/xchange-coinegg
",654,346,17,5,175,102,61,52,51,51
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.io.http
",298,43,17,3,86,16,37,7,28,6
dius/java-faker,maven,"ius_java-faker
",219,11080,25,304,36,1762,31,906,8,761
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/hibernate-reactive-panache-quickstart
",177,0,16,0,40,0,24,0,16,0
gwtmaterialdesign/gwt-material,maven,"gwtmaterialdesign_gwt-material/gwt-material
",57510,0,3102,0,12646,0,5983,0,4419,0
ctripcorp/apollo,maven,"tripcorp_apollo/apollo-openapi
",1055,1773,38,38,211,304,154,79,118,77
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.config.discovery
",2627,2127,303,176,605,485,292,178,101,124
netcentric/accesscontroltool,maven,"tcentric_accesscontroltool/accesscontroltool-bundle
",58285,29281,7458,2414,12669,6363,6132,1993,1787,1236
apicurio/apicurio-registry,maven,"apicurio_apicurio-registry/schema-compatibility/json
",480,6189,109,357,89,1174,125,463,36,319
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/tests/hapi-fhir-base-test-jaxrsserver-kotlin
",10,34,0,0,0,8,2,4,2,4
jitsi/jicofo,maven,"jitsi_jicofo
",16870,20804,1612,1028,3276,3553,1690,1124,646,841
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.thing
",17640,8329,1763,483,4088,1992,1829,639,857,475
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.hdpowerview
",59641,181,5066,13,11926,31,4343,14,1740,12
expediagroup/styx,maven,"xpediagroup_styx/support/testsupport
",1359,220,100,10,346,53,180,22,126,21
spring-cloud/spring-cloud-config,maven,"ing-cloud_spring-cloud-config/spring-cloud-config-sample
",10,3,0,0,3,1,2,1,2,1
pippo-java/pippo,maven,"ippo-java_pippo/pippo-content-type-parent/pippo-jaxb
",60,68,0,0,15,16,6,4,6,4
undera/jmeter-plugins,maven,"undera_jmeter-plugins/graphs/graphs-basic
",170,388,32,20,36,86,24,28,2,24
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.model.lsp
",531,177,35,13,116,39,37,15,18,10
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/commercialTrafficApplications
",1017,2832,61,115,258,564,82,148,36,106
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.fsinternetradio
",542,1532,110,108,112,342,93,78,12,44
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.semantics
",338,1221,61,55,71,286,56,66,13,51
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/hibernate-orm-panache-quickstart
",311,0,28,0,83,0,37,0,23,0
apicurio/apicurio-registry,maven,"apicurio_apicurio-registry/utils/tools
",168,94,10,0,34,19,13,5,8,5
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.automation.module.script.rulesupport
",2403,655,190,44,558,143,260,42,153,32
knowm/xchange,maven,"knowm_xchange/xchange-coinfloor
",1506,916,173,73,331,252,171,83,74,55
pippo-java/pippo,maven,"ippo-java_pippo/pippo-content-type-parent/pippo-jackson
",68,66,4,0,17,16,8,10,6,10
undera/jmeter-plugins,maven,"undera_jmeter-plugins/graphs/graphs-vs
",115,252,14,10,20,47,10,16,1,13
spring-cloud/spring-cloud-config,maven,"ing-cloud_spring-cloud-config/spring-cloud-config-server
",2905,15143,323,1132,703,3427,487,1386,219,925
jenkinsci/warnings-ng-plugin,maven,"jenkinsci_warnings-ng-plugin/ui-tests
",4730,0,180,0,890,0,388,0,298,0
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/xml
",64,134,2,2,17,38,4,12,2,12
corona-warn-app/cwa-server,maven,"a-warn-app_cwa-server/common/jupiterHelpers
",3,57,2,4,1,10,2,3,0,2
jenkinsci/docker-workflow-plugin,maven,"jenkinsci_docker-workflow-plugin
",3155,1212,253,83,562,327,258,141,111,120
jenkinsci/configuration-as-code-plugin,maven,"jenkinsci_configuration-as-code-plugin/plugin
",5432,4739,541,375,1119,1079,622,445,277,328
spring-cloud/spring-cloud-commons,maven,"ing-cloud_spring-cloud-commons/spring-cloud-test-support
",615,0,40,0,126,0,52,0,32,0
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/kogito-quickstart
",49,0,0,0,19,0,12,0,12,0
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/fifo
",80,935,15,19,18,256,16,78,1,76
knowm/xchange,maven,"knowm_xchange/xchange-stream-bitmex
",2631,223,127,0,571,66,245,6,179,6
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-spring-boot/hapi-fhir-spring-boot-samples/hapi-fhir-spring-boot-sample-server-jersey
",29,122,1,3,6,20,3,9,2,8
knowm/xchange,maven,"knowm_xchange/xchange-itbit
",2796,85,82,0,735,21,219,15,178,15
pmd/pmd,maven,"md_pmd/pmd-matlab
",3064,3206,569,369,641,571,436,256,34,44
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.mail
",4773,781,551,54,1139,203,530,63,236,52
zalando/opentracing-toolbox,maven,"zalando_opentracing-toolbox/opentracing-proxy/opentracing-proxy
",4,2167,0,44,0,477,1,293,1,271
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/spring-security-quickstart
",5,0,0,0,2,0,2,0,2,0
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.network
",8747,2378,796,129,1959,574,734,152,299,116
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/parking
",14583,1863,1073,215,3101,439,1136,182,576,69
googleclouddataproc/hadoop-connectors,maven,"googleclouddataproc_hadoop-connectors/util
",4362,2158,422,191,971,496,463,210,230,135
prometheus/jmx_exporter,maven,"metheus_jmx_exporter/collector
",624,2471,58,256,119,504,54,163,9,51
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.modbus.e3dc
",985,1785,97,53,233,350,92,45,31,31
zalando/problem,maven,"zalando_problem/problem
",0,1252,0,8,0,174,0,63,0,59
pmd/pmd,maven,"md_pmd/pmd-java
",20255,102828,4668,13307,4736,22033,4470,9905,896,4172
knowm/xchange,maven,"knowm_xchange/xchange-independentreserve
",3323,355,129,5,828,92,284,34,212,34
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-spring-boot/hapi-fhir-spring-boot-autoconfigure
",134,206,7,1,38,60,22,26,18,26
dcache/dcache,maven,"ache_dcache/modules/cells
",43776,2724,3150,221,8942,643,3534,210,1879,134
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/csvars
",83,879,14,30,13,177,12,42,1,31
knowm/xchange,maven,"knowm_xchange/xchange-stream-core
",848,177,50,28,210,40,102,21,76,8
spring-cloud/spring-cloud-commons,maven,"ing-cloud_spring-cloud-commons/spring-cloud-context
",1278,5757,206,512,321,1442,264,559,100,364
apache/dubbo-samples,maven,"apache_dubbo-samples/dubbo-samples-triple
",29103,377,2588,6,8201,91,3865,39,2525,39
pmd/pmd,maven,"md_pmd/pmd-objectivec
",16245,6600,2582,508,3063,702,1847,302,105,47
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/httpraw
",138,1716,25,65,35,390,24,84,1,62
openhft/chronicle-queue,maven,"hft_chronicle-queue
",7015,15530,822,1425,1451,3460,949,1201,323,689
mybatis/spring-boot-starter,maven,"mybatis_spring-boot-starter/mybatis-spring-boot-samples/mybatis-spring-boot-sample-groovy
",0,105,0,0,0,4,0,4,0,4
strimzi/strimzi-kafka-bridge,maven,"trimzi_strimzi-kafka-bridge
",10479,1769,832,97,2409,382,868,127,423,98
pmd/pmd,maven,"md_pmd/pmd-vm
",19738,10727,3847,977,4423,1862,2884,648,429,309
knowm/xchange,maven,"knowm_xchange/xchange-fcoin
",398,207,14,5,88,45,37,12,28,11
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/security-openid-connect-multi-tenancy-quickstart
",60,0,2,0,12,0,5,0,4,0
searls/jasmine-maven-plugin,maven,"arls_jasmine-maven-plugin
",1753,2434,172,90,374,628,178,212,83,176
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.mqtt.homeassistant
",761,5274,106,174,194,1071,135,254,48,195
eclipse-ee4j/glassfish,maven,"ipse-ee4j_glassfish/appserver/tests/appserv-tests/devtests/ejb/ee/cluster-tests/ha-web
",514,0,34,0,98,0,31,0,14,0
dcache/dcache,maven,"ache_dcache/modules/gplazma2
",2444,5291,246,325,613,1362,261,495,98,364
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.vdr
",1568,509,121,21,393,147,128,54,55,45
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-jpaserver-searchparam
",7963,5657,985,434,1797,1302,962,424,332,297
rubenlagus/telegrambots,maven,"ubenlagus_telegrambots/telegrambots-abilities
",1526,3988,159,217,310,883,212,354,101,277
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/scheduler-quickstart
",42,0,0,0,13,0,7,0,7,0
camunda-cloud/zeebe,maven,"amunda-cloud_zeebe/bpmn-model
",3214,16788,129,374,846,5312,583,1692,471,1552
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/tst
",244,1412,27,75,46,304,30,68,6,41
mybatis/spring-boot-starter,maven,"mybatis_spring-boot-starter/mybatis-spring-boot-samples/mybatis-spring-boot-sample-annotation
",0,72,0,0,0,21,0,13,0,13
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/dvrp
",10827,7798,620,348,2355,1649,1058,566,699,433
jenkinsci/subversion-plugin,maven,"jenkinsci_subversion-plugin
",10548,9425,1111,799,2057,2117,1122,754,423,495
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.modbus
",5879,788,532,68,1320,188,516,68,245,38
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/rest-json-quickstart
",136,0,0,0,35,0,14,0,14,0
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/jmxmon
",482,1283,44,46,126,302,54,67,21,55
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-jpaserver-cql
",3142,5315,466,425,566,1120,394,301,51,185
axonframework/axonframework,maven,"axonframework_axonframework/messaging
",11441,29186,980,1906,2500,6816,1559,3098,862,2352
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.tradfri
",3206,954,347,81,762,167,315,48,128,20
dcm4che/dcm4che,maven,"m4che_dcm4che/dcm4che-tool/dcm4che-tool-dcmdir
",1746,203,128,12,434,30,106,10,41,5
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.nest
",12872,990,1737,18,2979,189,1443,94,543,87
knowm/xchange,maven,"knowm_xchange/xchange-dvchain
",853,175,32,0,220,65,65,32,49,32
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/spring-di-quickstart
",47,0,0,0,13,0,10,0,10,0
pmd/pmd,maven,"md_pmd/pmd-plsql
",49227,115266,9063,6978,11013,11194,7514,4764,1220,2128
apache/httpcomponents-client,maven,"apache_httpcomponents-client/httpclient5
",24704,25594,2497,2226,5597,6060,3122,1999,1509,1226
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/hibernate-orm-quickstart
",178,0,14,0,48,0,22,0,15,0
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.automation
",24782,2812,2698,263,5407,631,2405,209,983,134
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.freebox
",7119,30,740,0,1586,8,804,2,429,2
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.persistence
",1691,967,195,79,386,248,203,76,92,50
apache/jena,maven,"apache_jena/jena-arq
",156777,201465,20978,18527,36915,46126,22382,17756,8137,10229
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/getting-started-reactive-crud
",340,0,14,0,61,0,48,0,41,0
knowm/xchange,maven,"knowm_xchange/xchange-coingi
",3085,76,222,0,744,21,365,7,254,7
eclipse-ee4j/glassfish,maven,"ipse-ee4j_glassfish/appserver/tests/appserv-tests/devtests/web/ha/cluster-tests/ha-web
",514,0,34,0,98,0,31,0,14,0
sendgrid/sendgrid-java,maven,"grid_sendgrid-java
",2352,1413,536,60,597,458,346,228,66,210
undera/jmeter-plugins,maven,"undera_jmeter-plugins/graphs/graphs-dist
",2,224,6,6,2,49,6,13,0,13
pippo-java/pippo,maven,"ippo-java_pippo/pippo-content-type-parent/pippo-fastjson
",11,16,0,0,6,3,5,3,5,3
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.transform
",690,50,48,2,149,17,55,6,30,6
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.heos
",7594,1658,595,21,1836,231,796,57,477,49
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.config.core
",2545,5004,306,460,530,1128,326,433,111,261
vaadin/spring,maven,"vaadin_spring/vaadin-spring-tests/test-spring-common
",1659,0,14,0,384,0,117,0,110,0
undera/jmeter-plugins,maven,"undera_jmeter-plugins/graphs/graphs-composite
",743,1255,96,22,180,277,93,35,36,33
pippo-java/pippo,maven,"ippo-java_pippo/pippo-controller-parent/pippo-controller
",2024,1130,201,85,450,246,197,85,87,52
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.io.transport.upnp
",738,328,99,23,165,90,82,16,22,15
spring-cloud/spring-cloud-config,maven,"ing-cloud_spring-cloud-config/spring-cloud-config-monitor
",354,876,55,75,74,200,49,84,12,56
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/active-object
",12,157,1,7,4,46,1,18,0,15
knowm/xchange,maven,"knowm_xchange/xchange-coinex
",214,39,4,0,52,16,25,7,23,7
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.io.net
",1051,1138,130,64,248,255,119,77,39,60
appiumtestdistribution/appiumtestdistribution,maven,"appiumtestdistribution_appiumtestdistribution
",9532,1677,623,54,2158,373,702,93,371,81
apache/maven-surefire,maven,"apache_maven-surefire/surefire-its/src/test/resources/surefire-257-rerunningTests/module2
",0,5,0,0,0,2,0,2,0,2
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/bicycle
",1319,1706,167,104,280,360,146,104,28,74
firebase/firebase-admin-java,maven,"firebase_firebase-admin-java
",6939,53248,1264,4249,1366,11797,1413,5095,358,3387
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/hibernate-reactive-quickstart
",222,0,12,0,48,0,34,0,28,0
mybatis/jpetstore-,maven,"mybatis_jpetstore-6
",742,1351,38,14,191,421,79,234,59,228
apache/jena,maven,"apache_jena/jena-db/jena-dboe-storage
",640,875,33,27,131,156,99,95,78,86
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/funqy-quickstarts/funqy-amazon-lambda-http-quickstart
",0,60,0,0,0,22,0,15,0,15
cloudbees-oss/zendesk-java-client,maven,"udbees-oss_zendesk-java-client
",16200,1998,354,34,3335,537,1888,297,1699,292
knowm/xchange,maven,"knowm_xchange/xchange-cobinhood
",1489,54,30,0,345,20,153,6,138,6
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.io.transport.modbus
",22230,15385,1657,642,5711,3100,2013,948,1027,753
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/acyclic-visitor
",6,100,1,3,2,33,2,18,1,17
jenkinsci/git-client-plugin,maven,"jenkinsci_git-client-plugin
",5476,14833,571,1152,1082,3060,651,1092,222,652
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.ui
",22737,1454,1525,203,4620,354,1821,111,1010,39
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/sharding
",32,458,4,8,12,108,9,31,5,28
apache/druid,maven,"apache_druid/extensions-contrib/thrift-extensions
",125,282,5,19,24,69,10,22,6,14
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/lockable-object
",38,654,7,53,9,133,9,61,2,38
spotify/dbeam,maven,"tify_dbeam/dbeam-core
",1212,4472,165,261,241,1108,179,358,44,272
cdk/cdk,maven,"k_cdk/storage/ctab
",5919,17036,1316,1959,1172,3660,980,1112,40,286
apache/incubator-inlong,maven,"apache_incubator-inlong/inlong-tubemq/tubemq-core
",127679,3134,16335,232,31876,797,14879,166,6422,138
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/eip-message-channel
",3,43,0,0,1,11,1,5,1,5
apache/druid,maven,"apache_druid/extensions-contrib/sqlserver-metadata-storage
",147,189,3,5,41,36,14,8,12,6
apache/commons-io,maven,"apache_commons-io
",3828,28076,475,2650,944,6525,632,3073,260,1880
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/serverless
",484,510,115,25,14,100,84,62,14,62
spring-cloud/spring-cloud-sleuth,maven,"ing-cloud_spring-cloud-sleuth/spring-cloud-sleuth-samples/spring-cloud-sleuth-sample-feign
",42,20,0,0,9,7,4,4,4,4
apache/jena,maven,"apache_jena/jena-text
",3409,6865,382,566,801,1670,433,455,137,273
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/domain-model
",169,880,26,38,12,208,32,62,8,54
apache/druid,maven,"apache_druid/extensions-contrib/distinctcount
",317,230,33,9,83,63,71,30,53,27
zalando/opentracing-toolbox,maven,"zalando_opentracing-toolbox/opentracing-kotlin
",829,183,53,5,62,29,50,10,22,9
cdk/cdk,maven,"k_cdk/legacy
",49925,53547,4929,4357,9041,10120,4144,3205,927,1441
vaadin/spring,maven,"vaadin_spring/vaadin-spring-tests/test-ts-services
",267,0,14,0,54,0,34,0,27,0
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/registry
",48,44,0,0,11,13,4,8,4,8
rickfast/consul-client,maven,"ickfast_consul-client
",6183,2321,227,149,1250,525,657,212,520,161
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/eip-splitter
",0,66,0,0,0,14,0,6,0,6
apache/druid,maven,"apache_druid/extensions-contrib/kafka-emitter
",266,453,26,30,46,100,33,33,11,27
classgraph/classgraph,maven,"assgraph_classgraph
",26953,38111,4472,4943,5132,8430,3763,2838,647,1183
apache/druid,maven,"apache_druid/cloud/aws-common
",275,30,8,10,82,10,40,6,36,1
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/leader-election
",281,807,26,35,63,173,35,55,15,42
knowm/xchange,maven,"knowm_xchange/xchange-stream-okcoin
",806,250,50,8,186,58,70,21,44,18
glyptodon/guacamole-client,maven,"glyptodon_guacamole-client/guacamole-ext
",4952,439,183,41,1410,105,802,36,707,18
bonigarcia/webdrivermanager,maven,"bonigarcia_webdrivermanager
",5160,8991,461,543,1234,2041,613,697,280,515
jtablesaw/tablesaw,maven,"jtablesaw_tablesaw/core
",16719,43859,1504,3204,3109,9154,2186,4100,1168,2746
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/memento
",3,282,1,7,1,70,2,21,1,16
cdk/cdk,maven,"k_cdk/descriptor/qsarmolecular
",8528,31759,1315,2323,1597,5422,953,1653,103,665
clickhouse/clickhouse-jdbc,maven,"ickhouse_clickhouse-jdbc/clickhouse-jdbc
",63901,3666,7612,10,12182,303,6627,22,2337,19
apache/druid,maven,"apache_druid/extensions-contrib/ambari-metrics-emitter
",743,696,103,63,154,154,89,51,16,41
apache/druid,maven,"apache_druid/extensions-contrib/influxdb-emitter
",254,664,14,67,60,112,19,59,9,26
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/reader-writer-lock
",81,385,0,14,28,99,9,32,9,25
cdk/cdk,maven,"k_cdk/descriptor/qsarcml
",193,305,21,15,29,73,15,9,0,6
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/model-view-controller
",3,282,0,0,1,67,1,29,1,29
moquette-io/moquette,maven,"moquette-io_moquette/broker
",2728,9738,278,634,630,2274,388,740,156,503
knowm/xchange,maven,"knowm_xchange/xchange-stream-gateio
",689,140,43,0,133,27,63,39,41,39
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/half-sync-half-async
",24,143,1,1,8,41,3,13,2,13
cdk/cdk,maven,"k_cdk/tool/tautomer
",120,1477,24,174,28,321,24,94,0,16
camunda-cloud/zeebe,maven,"amunda-cloud_zeebe/msgpack-core
",117,2815,11,206,30,571,25,217,19,78
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.yeelight
",5531,950,423,32,1175,167,469,44,216,30
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/collection-pipeline
",88,434,19,31,17,55,19,33,3,24
redis/jedis,maven,"is_jedis
",66449,8693,1238,236,11324,1242,5572,481,4907,407
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.ahawastecollection
",196,567,26,42,51,146,33,37,9,24
dropwizard/dropwizard,maven,"wizard_dropwizard/dropwizard-views
",75,192,4,12,19,50,13,19,10,14
apache/druid,maven,"apache_druid/extensions-core/mysql-metadata-storage
",386,260,34,22,77,72,33,34,15,24
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/value-object
",9,140,3,9,1,15,4,14,1,11
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/circuit-breaker
",105,233,2,9,29,70,5,22,3,18
togglz/togglz,maven,"togglz_togglz/core
",3786,4590,437,357,918,1135,520,451,258,316
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.transform.jsonpath
",47641,6095,6030,483,5846,1376,4922,471,1596,364
apache/dubbo-admin,maven,"apache_dubbo-admin/dubbo-admin-server
",16069,4622,1863,293,3751,1125,1953,444,968,345
camunda-cloud/zeebe,maven,"amunda-cloud_zeebe/gateway
",1560,6764,175,328,377,1808,298,660,140,560
