repo_name,build_tool,path,instruction_missed,instruction_covered,branch_missed,branch_covered,line_missed,line_covered,complexity_missed,complexity_covered,method_missed,method_covered
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.robonect
",1233,1316,114,40,322,324,143,137,72,129
soot-oss/soot,maven,"t-oss_soot
",709160,84840,80111,9025,163980,20559,71961,7473,29199,4433
javadev/underscore-java,maven,"javadev_underscore-java/examples
",616,1479,106,100,152,229,97,103,31,60
hawtio/hawtio,maven,"hawtio_hawtio/hawtio-local-jvm-mbean
",280,364,19,11,75,92,26,19,14,16
knowm/xchange,maven,"knowm_xchange/xchange-poloniex
",3732,831,156,25,799,254,333,110,250,102
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/microprofile-health-quickstart
",52,0,2,0,20,0,8,0,7,0
wildfly/quickstart,maven,"wildfly_quickstart/helloworld-ws
",86,0,14,0,17,0,12,0,5,0
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.innogysmarthome
",8313,1456,682,74,2310,331,1153,106,779,87
pac4j/pac4j,maven,"ac4j_pac4j/pac4j-couch
",148,260,1,9,28,66,10,15,9,11
knowm/xchange,maven,"knowm_xchange/xchange-mercadobitcoin
",1284,579,43,11,267,161,101,61,78,57
dcm4che/dcm4che,maven,"m4che_dcm4che/dcm4che-conf/dcm4che-conf-ldap-hl7
",1283,0,110,0,292,0,95,0,40,0
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/sumo
",620,1282,43,91,92,259,52,69,22,28
dbs-leipzig/gradoop,maven,"bs-leipzig_gradoop/gradoop-common
",1612,7356,182,642,335,1610,229,756,91,476
eclipse/hawkbit,maven,"ipse_hawkbit/hawkbit-rest/hawkbit-ddi-api
",172,642,5,3,12,176,12,81,8,81
sonarsource/sonar-scanner-jenkins,maven,"arsource_sonar-scanner-jenkins/its
",84,0,4,0,16,0,10,0,8,0
spring-projects/spring-hateoas,maven,"ing-projects_spring-hateoas
",6523,23875,802,1356,998,4787,1017,2155,462,1629
awslabs/aws-athena-query-federation,maven,"awslabs_aws-athena-query-federation/athena-neptune
",373,1164,34,103,83,249,47,75,16,29
fabric8io/docker-maven-plugin,maven,"fabric8io_docker-maven-plugin/it/helloworld
",7,0,0,0,3,0,2,0,2,0
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.bmwconnecteddrive
",5247,4246,408,234,1216,949,528,234,290,150
eclipse-ee4j/glassfish,maven,"ipse-ee4j_glassfish/appserver/tests/appserv-tests/devtests/web/ha/cluster-tests/simple-failover-modified-session
",730,0,70,0,138,0,57,0,22,0
pmd/pmd,maven,"md_pmd/pmd-go
",14347,1117,904,10,3583,38,1496,14,997,9
apache/syncope,maven,"apache_syncope/common/keymaster/client-zookeeper
",478,802,29,31,112,159,32,52,10,43
knowm/xchange,maven,"knowm_xchange/xchange-bity
",630,302,24,4,178,119,87,61,75,59
morphiaorg/morphia,maven,"morphiaorg_morphia/kotlin
",261,6,22,0,39,2,20,2,9,2
cdk/cdk,maven,"k_cdk/base/silent
",2408,13342,405,1178,474,2865,448,1243,126,767
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/kafka-panache-reactive-quickstart
",49,0,0,0,12,0,8,0,8,0
knowm/xchange,maven,"knowm_xchange/xchange-btctrade
",795,744,35,19,186,206,82,86,63,78
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.bluetooth.generic
",92273,1946,10116,0,21620,215,10619,8,5517,8
awslabs/aws-athena-query-federation,maven,"awslabs_aws-athena-query-federation/athena-vertica
",2452,139,167,8,510,36,169,14,68,11
pmd/pmd,maven,"md_pmd/pmd-doc
",1198,2905,112,168,239,536,92,127,23,56
spring-cloud/spring-cloud-stream,maven,"ing-cloud_spring-cloud-stream/spring-cloud-stream
",5137,12209,692,1057,1140,2975,773,1013,263,647
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.dmx
",2625,5279,273,256,570,1097,236,241,46,161
miso-lims/miso-lims,maven,"miso-lims_miso-lims/core
",47941,4041,3767,215,11102,927,7165,479,5235,400
knowm/xchange,maven,"knowm_xchange/xchange-bitcoinium
",329,193,6,2,69,66,25,21,22,20
knowm/xchange,maven,"knowm_xchange/xchange-bitbay
",3774,231,289,7,620,62,388,22,243,19
jenkinsci/email-ext-plugin,maven,"jenkinsci_email-ext-plugin
",5068,9683,663,796,1058,2237,660,860,229,556
knowm/xchange,maven,"knowm_xchange/xchange-ccex
",3003,0,64,0,787,0,355,0,323,0
cdk/cdk,maven,"k_cdk/descriptor/fingerprint
",9334,39443,867,2046,206,3144,854,816,38,166
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/kafka-bare-quickstart
",369,0,10,0,70,0,31,0,26,0
knowm/xchange,maven,"knowm_xchange/xchange-bankera
",1896,54,48,0,509,21,189,10,163,10
knowm/xchange,maven,"knowm_xchange/xchange-bitstamp
",7892,1524,259,64,1150,369,335,125,188,101
apache/zookeeper,maven,"apache_zookeeper/zookeeper-jute
",34586,234,2723,12,7891,64,2960,22,1541,20
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core
",15057,16130,1657,1310,3410,3611,1885,1322,861,839
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.digitalstrom
",37263,3354,4470,55,8194,396,3580,41,1265,29
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/funqy-quickstarts/funqy-http-quickstart
",0,60,0,0,0,22,0,15,0,15
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/autostop
",329,1361,37,31,58,318,30,57,3,50
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/abstract-document
",3,257,0,0,1,54,1,17,1,17
knowm/xchange,maven,"knowm_xchange/xchange-coindirect
",2088,147,67,0,415,59,138,10,101,10
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.io.rest.sitemap
",2518,797,293,63,533,180,240,35,74,23
optimatika/ojalgo,maven,"timatika_ojalgo
",72753,96718,5941,6075,14993,18322,8601,7441,5108,4879
knowm/xchange,maven,"knowm_xchange/xchange-coinbasepro
",4712,1433,201,66,1025,376,438,126,327,100
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.io.rest.sse
",580,57,50,10,150,10,59,6,33,2
pippo-java/pippo,maven,"ippo-java_pippo/pippo-session-parent/pippo-session-ehcache2
",6,45,0,2,3,12,1,7,1,6
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/aggregator-microservices/aggregator-service
",99,48,2,0,38,11,9,7,8,7
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/funqy-quickstarts/funqy-google-cloud-functions-http-quickstart
",0,60,0,0,0,22,0,15,0,15
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/analysis
",15341,842,783,58,3372,172,998,78,587,53
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.icalendar
",49817,11594,5411,886,11184,2803,5556,1032,2647,757
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.id
",35,84,2,8,11,20,5,7,3,4
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.fmiweather
",3878,1440,131,59,574,260,160,74,82,57
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.storage.json
",558,531,63,35,107,126,52,28,10,21
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.audio
",81222,1742,1662,174,4508,409,1408,150,525,86
undera/jmeter-plugins,maven,"undera_jmeter-plugins/infra/common-io
",251,459,20,20,53,127,37,48,20,45
hcoles/pitest,maven,"hcoles_pitest/pitest-maven-verification/src/test/resources/pit-sub-module/sub-module-1
",4,18,1,1,1,8,1,2,0,2
jenkinsci/warnings-ng-plugin,maven,"jenkinsci_warnings-ng-plugin/plugin
",13779,12570,714,580,3208,2566,1938,1096,1509,866
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.config.dispatch
",1096,69,125,13,230,16,104,7,39,3
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/google-cloud-functions-http-quickstart
",60,0,0,0,18,0,9,0,9,0
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.thing.xml
",2937,25,164,2,613,5,200,2,118,1
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.http
",3251,184,262,4,708,41,255,13,117,11
apache/jena,maven,"apache_jena/jena-core
",73874,100570,9846,9286,16323,22519,8717,9263,2464,5594
pippo-java/pippo,maven,"ippo-java_pippo/pippo-core
",12393,4668,1074,379,2977,1121,1345,410,743,280
undera/jmeter-plugins,maven,"undera_jmeter-plugins/graphs/graphs-additional
",81,565,25,29,16,140,22,47,0,42
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/aggregator-microservices/inventory-microservice
",8,5,0,0,3,2,2,2,2,2
awslabs/aws-athena-query-federation,maven,"awslabs_aws-athena-query-federation/athena-aws-cmdb
",449,4585,74,174,70,1038,73,186,13,122
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-structures-dstu2.1
",1230,1250,194,136,248,286,175,63,40,32
mybatis/spring-boot-starter,maven,"mybatis_spring-boot-starter/mybatis-spring-boot-samples/mybatis-spring-boot-sample-thymeleaf
",0,78,0,0,0,22,0,13,0,13
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.wifiled
",3184,190,162,1,644,29,220,7,138,7
rubenlagus/telegrambots,maven,"ubenlagus_telegrambots/telegrambots-meta
",91648,5394,14695,384,4340,749,12379,914,4872,841
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/prmctl
",18,350,7,11,1,92,7,32,0,30
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/security-jpa-quickstart
",51,0,0,0,18,0,10,0,10,0
pmd/pmd,maven,"md_pmd/pmd-test
",3844,571,254,14,811,144,272,34,140,32
knowm/xchange,maven,"knowm_xchange/xchange-gateio
",2920,853,98,28,579,220,248,89,195,79
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/security-openid-connect-web-authentication-quickstart
",68,0,6,0,12,0,5,0,2,0
eclipse-ee4j/glassfish,maven,"ipse-ee4j_glassfish/appserver/tests/appserv-tests/devtests/ejb/ee/cluster-tests/method-checkpoint
",752,0,80,0,137,0,62,0,22,0
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.mqtt
",1302,1008,128,50,328,248,154,70,75,59
dropwizard/metrics,maven,"wizard_metrics/metrics-core
",836,8482,56,371,227,1618,174,639,122,476
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/ev
",5677,1172,220,58,1193,242,465,83,346,63
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.nanoleaf
",4877,588,379,41,1206,131,438,52,241,35
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/spring-data-jpa-quickstart
",91,0,2,0,29,0,15,0,14,0
pmd/pmd,maven,"md_pmd/pmd-ruby
",95,23,0,0,19,2,2,1,2,1
rubenlagus/telegrambots,maven,"ubenlagus_telegrambots/telegrambots-spring-boot-starter
",105,140,2,10,30,33,12,13,10,9
camunda-cloud/zeebe,maven,"amunda-cloud_zeebe/dispatcher
",211,2421,30,142,50,626,47,199,21,139
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/lockfile
",68,485,9,17,10,104,9,26,0,22
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/rest-client-quickstart
",24,0,0,0,6,0,6,0,6,0
elastic/support-diagnostics,maven,"astic_support-diagnostics
",13384,2416,831,103,2663,505,729,121,281,92
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-jaxrsserver-base
",558,2160,46,142,111,470,76,191,34,127
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/sbb-extensions
",4071,2724,236,216,803,565,220,167,82,78
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.tplinksmarthome
",1055,3155,82,156,157,669,141,268,71,212
dcm4che/dcm4che,maven,"m4che_dcm4che/dcm4che-net
",14622,6648,1225,346,3150,1614,1616,483,858,430
eclipse-ee4j/glassfish,maven,"ipse-ee4j_glassfish/appserver/tests/appserv-tests/devtests/ejb/ee/cluster-tests/simple-failover
",778,0,76,0,145,0,60,0,22,0
knowm/xchange,maven,"knowm_xchange/xchange-globitex
",1764,609,19,1,317,215,110,106,100,106
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/security-keycloak-authorization-quickstart
",29,0,0,0,10,0,8,0,8,0
jitsi/jigasi,maven,"jitsi_jigasi
",15838,5653,1568,370,3958,1488,1565,363,671,288
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/minibus
",29854,6503,1972,395,6087,1341,2112,350,1043,229
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.yamahareceiver
",5631,3505,541,179,1177,701,511,206,194,147
knowm/xchange,maven,"knowm_xchange/xchange-koinim
",138,111,2,2,26,36,13,13,11,13
pmd/pmd,maven,"md_pmd/pmd-kotlin
",30,2950,1,23,10,48,10,24,9,13
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.miele
",9355,131,711,4,1730,28,663,12,304,10
zalando/opentracing-toolbox,maven,"zalando_opentracing-toolbox/opentracing-servlet-extension/opentracing-servlet-extension
",0,444,0,8,0,89,0,50,0,46
mybatis/spring-boot-starter,maven,"mybatis_spring-boot-starter/mybatis-spring-boot-samples/mybatis-spring-boot-sample-velocity
",0,73,0,0,0,21,0,13,0,13
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/dummy
",96,966,5,5,32,215,9,54,5,53
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-storage
",15193,57,1248,4,3668,10,1633,5,992,2
dcache/dcache,maven,"ache_dcache/modules/common-security
",4795,103,283,10,1194,27,428,13,279,8
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/pseudosimulation
",11798,1283,710,77,2454,272,734,77,361,44
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-server-openapi
",423,2105,77,139,72,435,65,88,1,39
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/deprecated
",254,431,4,8,72,100,21,29,18,26
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/kafka-quickstart/producer
",40,0,0,0,13,0,7,0,7,0
awslabs/aws-athena-query-federation,maven,"awslabs_aws-athena-query-federation/athena-federation-sdk
",8265,20375,985,1329,1629,4539,1033,1510,272,1012
knowm/xchange,maven,"knowm_xchange/xchange-stream-coinjar
",770,118,29,1,182,33,70,6,55,6
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.mikrotik
",7037,107,719,12,1679,30,813,12,410,4
pmd/pmd,maven,"md_pmd/pmd-jsp
",7547,11266,1406,1289,1634,2351,1188,821,174,284
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.test
",1532,54,97,8,352,22,146,6,94,4
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.homematic
",19476,2490,2153,175,4038,538,1888,210,747,155
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.config.xml
",2851,41,260,0,605,10,268,4,138,4
pippo-java/pippo,maven,"ippo-java_pippo/pippo-controller-parent/pippo-weld
",0,16,0,0,0,4,0,2,0,2
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/ambassador
",20,179,1,9,8,51,2,21,1,17
spring-cloud/spring-cloud-config,maven,"ing-cloud_spring-cloud-config/spring-cloud-config-client
",1031,3125,149,205,217,726,157,258,49,189
apache/jena,maven,"apache_jena/jena-db/jena-dboe-base
",6596,5663,653,334,1516,1457,847,469,420,401
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.foobot
",1103,364,84,12,256,71,100,25,53,23
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.test.magic
",1677,383,96,27,401,78,179,18,122,13
dependencytrack/dependency-track,maven,"ytrack_dependency-track
",47839,38379,7063,3329,6036,5027,6215,3721,1713,2478
apache/jena,maven,"apache_jena/jena-base
",11005,8676,1185,748,2830,2034,1590,863,888,559
hcoles/pitest,maven,"hcoles_pitest/pitest-maven-verification/src/test/resources/pit-site-reportonly
",3,6,0,2,1,3,1,2,1,1
jenkinsci/workflow-cps-plugin,maven,"jenkinsci_workflow-cps-plugin
",4294,14412,552,1343,839,3186,637,1179,174,694
slimefun/slimefun,maven,"imefun_slimefun4
",61493,79052,6472,1642,11746,7918,5785,2151,2293,1552
undera/jmeter-plugins,maven,"undera_jmeter-plugins/infra/common
",4625,13873,609,578,928,3032,576,669,134,512
pippo-java/pippo,maven,"ippo-java_pippo/pippo-content-type-parent/pippo-csv
",181,395,21,45,46,88,34,20,13,8
zalando/problem-spring-web,maven,"zalando_problem-spring-web/problem-violations
",0,109,0,4,0,30,0,18,0,16
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/funqy-quickstarts/funqy-amazon-lambda-quickstart
",12,48,0,0,4,18,4,11,4,11
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.io.rest
",705,642,62,66,169,157,83,51,44,26
pippo-java/pippo,maven,"ippo-java_pippo/pippo-security-parent/pippo-pac4j
",483,232,5,5,139,59,65,30,62,28
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/aggregator-microservices/information-microservice
",8,5,0,0,3,2,2,2,2,2
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.io.bin2json
",367,277,37,29,42,57,30,14,3,8
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.hue
",10047,1819,1007,131,2413,444,1028,156,486,117
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/accidents
",974,1297,87,37,215,201,63,47,15,33
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/casutg
",636,5918,104,254,146,1350,113,361,21,274
knowm/xchange,maven,"knowm_xchange/xchange-coindeal
",864,183,43,0,203,66,74,33,50,33
openhab/openhab-core,maven,"hab_openhab-core/bundles/org.openhab.core.io.rest.core
",6646,757,667,47,1427,167,567,44,224,29
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/funqy-quickstarts/funqy-knative-events-quickstart
",8,25,0,0,3,8,1,5,1,5
hcoles/pitest,maven,"hcoles_pitest/pitest-maven-verification/src/test/resources/pit-sub-module/sub-module-2
",4,18,1,1,1,8,1,2,0,2
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/av
",473,187,11,5,109,39,24,4,18,2
eirslett/frontend-maven-plugin,maven,"irslett_frontend-maven-plugin/frontend-plugin-core
",5087,631,415,81,1073,139,426,58,209,27
apache/pulsar,maven,"apache_pulsar/buildtools
",912,717,100,52,209,183,94,66,38,46
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/protobuf
",27523,2317,3839,171,7659,580,3913,150,1852,137
camunda-cloud/zeebe,maven,"amunda-cloud_zeebe/exporter-api
",12,0,0,0,7,0,5,0,5,0
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.miio
",27111,1008,1657,27,4818,96,1531,32,667,21
zalando/opentracing-toolbox,maven,"zalando_opentracing-toolbox/opentracing-spring-extension/opentracing-spring-web-extension
",0,266,0,8,0,53,0,34,0,30
knowm/xchange,maven,"knowm_xchange/xchange-hitbtc
",3629,138,141,4,745,35,329,17,254,15
pmd/pmd,maven,"md_pmd/pmd-javascript
",15547,7802,3153,484,3055,1156,2282,486,226,267
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/kafka-streams-quickstart/aggregator
",461,0,16,0,116,0,39,0,31,0
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/dbmon
",269,916,24,36,68,242,34,56,13,47
knowm/xchange,maven,"knowm_xchange/xchange-stream-coinbasepro
",1915,234,140,18,385,56,189,20,115,13
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-server-mdm
",3449,3019,251,197,694,608,379,262,227,188
spring-cloud/spring-cloud-commons,maven,"ing-cloud_spring-cloud-commons/spring-cloud-commons
",2634,6616,295,435,625,1672,450,726,239,572
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/matrixbasedptrouter
",1201,1354,85,37,266,318,87,49,37,38
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/security-oauth2-quickstart
",67,0,4,0,11,0,5,0,3,0
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.wlanthermo
",2616,2485,180,240,887,560,489,254,346,150
eclipse-ee4j/glassfish,maven,"ipse-ee4j_glassfish/appserver/tests/appserv-tests/devtests/ejb/ee/cluster-tests/multi-restart
",883,0,84,0,169,0,68,0,26,0
knowm/xchange,maven,"knowm_xchange/xchange-gemini
",3667,1121,213,51,808,295,353,100,240,81
mybatis/spring-boot-starter,maven,"mybatis_spring-boot-starter/mybatis-spring-boot-samples/mybatis-spring-boot-sample-velocity-legacy
",0,73,0,0,0,21,0,13,0,13
dcache/dcache,maven,"ache_dcache/modules/common
",16102,13347,1839,1081,3743,2623,1943,1237,882,762
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/lifecycle-quickstart
",33,0,0,0,11,0,9,0,9,0
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/ffw
",151,1481,17,62,26,276,20,77,5,39
knowm/xchange,maven,"knowm_xchange/xchange-stream-cexio
",1660,896,173,74,297,205,209,55,94,43
pmd/pmd,maven,"md_pmd/pmd-lua
",6048,946,369,8,1448,31,563,12,356,8
knowm/xchange,maven,"knowm_xchange/xchange-kraken
",5266,3873,341,145,894,911,492,352,301,296
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.mielecloud
",8177,5717,656,373,1684,1268,788,539,424,373
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/freight
",8404,10105,579,619,1883,2457,790,648,403,427
mybatis/spring-boot-starter,maven,"mybatis_spring-boot-starter/mybatis-spring-boot-autoconfigure
",19,602,7,49,5,150,10,78,3,57
awslabs/aws-athena-query-federation,maven,"awslabs_aws-athena-query-federation/athena-example
",353,56,16,0,70,16,22,7,14,7
rubenlagus/telegrambots,maven,"ubenlagus_telegrambots/telegrambots
",4976,168,344,8,1143,37,358,14,182,13
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/rest-client-multipart-quickstart
",31,0,0,0,8,0,5,0,5,0
undera/jmeter-plugins,maven,"undera_jmeter-plugins/plugins/oauth
",645,1037,71,29,157,235,53,59,7,55
camunda-cloud/zeebe,maven,"amunda-cloud_zeebe/dist
",373,269,7,17,88,78,22,17,18,9
dcm4che/dcm4che,maven,"m4che_dcm4che/dcm4che-soundex
",362,796,83,218,102,173,79,116,10,9
