repo_name,local_build,sat_usage,ci_build_combined,ci_state,ci_usage,cr_reviews,cr_comments,cr_changed_files,cr_changed_lines,testing_coverage
testcontainers/testcontainers-java,1.0,0,0.0,0.0,1,147.0,48.0,95.0,2076.0,29.65
thargor6/jwildfire,0.0,0,,,0,0.0,4.0,191.0,92036.0,
thaumic-tinkerer/thaumictinkerer,0.0,0,0.0,0.0,1,4.0,2.0,146.0,1164.0,
thealgorithms/java,0.0,0,1.0,1.0,1,23.0,6.0,20.0,1944.0,
thelastpickle/cassandra-reaper,0.0,1,1.0,0.0,1,52.0,39.0,230.0,9929.0,
thelastproject/catima,,1,1.0,1.0,1,7.0,2.0,89.0,8215.0,
thepranaygupta/data-structures-and-algorithms,,0,,,0,,,,,
thingsboard/thingsboard,,0,1.0,1.0,1,1.0,3.0,105.0,3816.0,
tmobile/pacbot,0.0,0,1.0,1.0,1,10.0,16.0,313.0,71418.0,
tmobile/t-vault,1.0,0,,,0,10.0,0.0,114.0,3480.0,0.17
tng/archunit,1.0,1,1.0,1.0,1,30.0,21.0,256.0,6926.0,
tng/jgiven,,1,1.0,1.0,1,70.0,1.0,97.0,2641.0,
togglz/togglz,1.0,0,1.0,1.0,1,3.0,4.0,42.0,1854.0,44.96
tomakehurst/wiremock,0.0,0,1.0,1.0,1,7.0,5.0,768.0,142145.0,
tonihele/openkeeper,1.0,0,1.0,1.0,1,1.0,23.0,328.0,18752.0,
tony-framework/tony,0.0,1,1.0,1.0,1,37.0,20.0,94.0,3277.0,
tootallnate/java-websocket,0.0,1,1.0,1.0,1,15.0,21.0,246.0,40498.0,
townyadvanced/towny,0.0,0,,,0,17.0,12.0,77.0,40609.0,
traccar/traccar,1.0,1,1.0,1.0,1,101.0,73.0,38.0,2085.0,15.48
treasure-data/digdag,0.0,0,1.0,0.0,1,83.0,11.0,535.0,3703.0,
trinodb/trino,0.0,0,,,0,121.0,62.0,131.0,7307.0,
triplea-game/triplea,0.0,1,0.0,0.0,1,0.0,47.0,57.0,659.0,
tronprotocol/java-tron,0.0,1,1.0,1.0,1,25.0,13.0,995.0,307369.0,
tronprotocol/sun-network,,1,0.0,0.0,1,22.0,8.0,5564.0,3855193.0,
tronprotocol/wallet-cli,0.0,0,,,0,9.0,0.0,76.0,23811.0,
tslat/advent-of-ascension,,0,,,0,0.0,0.0,48.0,7345.0,
twilio/twilio-java,1.0,1,,,0,38.0,14.0,92.0,6233.0,
twilio/video-quickstart-android,,0,1.0,1.0,1,29.0,2.0,181.0,9920.0,
twiliodeved/api-snippets,,0,,,0,33.0,8.0,876.0,4513.0,
twitch4j/twitch4j,1.0,0,,,0,17.0,2.0,40.0,261057.0,
twitter4j/twitter4j,0.0,0,,,0,2.0,29.0,97.0,13897.0,
twowaits/sde-interview-questions,,0,,,0,18.0,12.0,20.0,676.0,
typetools/checker-framework,1.0,0,1.0,1.0,1,16.0,3.0,77.0,12384.0,
uber/autodispose,,0,,,0,28.0,9.0,121.0,11466.0,
uber/nullaway,,0,,,0,44.0,53.0,101.0,3547.0,
uber/okbuck,,0,1.0,1.0,1,18.0,4.0,138.0,2061.0,
uber/ribs,,0,,,0,49.0,7.0,461.0,17350.0,
uea-machine-learning/tsml,0.0,0,0.0,0.0,1,7.0,11.0,449.0,429479.0,
umple/umple,0.0,0,0.0,0.0,1,0.0,2.0,161.0,22310.0,
unclebob/fitnesse,0.0,0,,,0,25.0,34.0,260.0,12510.0,
undera/jmeter-plugins,1.0,0,1.0,1.0,1,0.0,26.0,20.0,2332.0,47.97
undertow-io/undertow,1.0,1,,,0,18.0,8.0,67.0,2329.0,
unicode-org/cldr,0.0,0,1.0,1.0,1,31.0,30.0,33.0,308882.0,
univali-lite/portugol-studio,0.0,0,1.0,1.0,1,13.0,36.0,338.0,23242.0,
universalmediaserver/universalmediaserver,0.0,1,,,0,19.0,22.0,51.0,3857.0,
uportal-project/uportal,0.0,0,1.0,1.0,1,13.0,14.0,23.0,500.0,
uriahshaulmandel/baldphone,,0,1.0,1.0,1,,,,,
usc-isi-i2/web-karma,1.0,0,,,0,0.0,6.0,305.0,54665.0,
uwetrottmann/seriesguide,,0,1.0,1.0,1,1.0,11.0,1393.0,110067.0,
uyuni-project/uyuni,,1,,,0,34.0,14.0,73.0,160087.0,
vaadin/flow,,1,,,0,38.0,45.0,76.0,7336.0,
vaadin/framework,0.0,1,,,0,53.0,2.0,260.0,7197.0,
vaadin/platform,,0,,,0,22.0,4.0,23.0,328.0,
vaadin/spring,1.0,0,,,0,43.0,30.0,106.0,50139.0,44.03
validator/validator,,0,1.0,1.0,1,32.0,21.0,80.0,18201.0,
vanniktech/emoji,,1,,,0,23.0,20.0,387.0,137768.0,
vassalengine/vassal,0.0,1,,,0,21.0,5.0,33.0,489.0,
vaticle/typedb,,0,1.0,1.0,1,89.0,5.0,288.0,35298.0,
vavr-io/vavr,1.0,0,1.0,1.0,1,21.0,32.0,368.0,3416.0,92.18
vazkiimods/botania,1.0,0,1.0,1.0,1,12.0,25.0,145.0,8598.0,
vazkiimods/quark,1.0,0,,,0,0.0,6.0,87.0,5621.0,
vazkiismods/botania,1.0,0,1.0,1.0,1,12.0,25.0,145.0,8598.0,
velocitypowered/velocity,1.0,1,1.0,1.0,1,44.0,21.0,124.0,10523.0,
verapdf/verapdf-library,1.0,0,1.0,1.0,1,0.0,20.0,72.0,781.0,
vert-x3/vertx-auth,1.0,0,,,0,0.0,39.0,184.0,20894.0,
vert-x3/vertx-examples,,0,,,0,30.0,23.0,236.0,4584.0,
vert-x3/vertx-web,1.0,0,,,0,17.0,35.0,83.0,4241.0,
vertaai/modeldb,,0,,,0,20.0,1.0,59.0,12100.0,
vespa-engine/sample-apps,0.0,0,1.0,1.0,1,23.0,6.0,61.0,2111.0,
vespa-engine/vespa,,0,1.0,1.0,1,30.0,7.0,137.0,2846.0,
viaversion/viaversion,1.0,0,1.0,1.0,1,22.0,19.0,47.0,800.0,
vijaygupta18/hacktoberfest-2021,,0,,,0,,,,,
vividus-framework/vividus,0.0,0,1.0,0.0,1,50.0,32.0,77.0,2459.0,
vivo-project/vivo,0.0,0,0.0,0.0,1,31.0,9.0,85.0,2470.0,
vmware/differential-datalog,,0,1.0,1.0,1,48.0,35.0,227.0,26404.0,
vojtechhabarta/typescript-generator,,1,1.0,1.0,1,3.0,9.0,24.0,203.0,
voltdb/voltdb,,0,,,0,36.0,4.0,69.0,6766.0,
w3c/epubcheck,1.0,0,1.0,1.0,1,5.0,3.0,194.0,2717.0,
waffle/waffle,1.0,1,0.0,0.0,1,0.0,0.0,36.0,72.0,24.12
wala/wala,1.0,0,,,0,21.0,19.0,564.0,11958.0,
wallabag/android-app,,0,1.0,1.0,1,23.0,27.0,31.0,467.0,
walmartlabs/concord,0.0,1,,,0,41.0,9.0,133.0,3123.0,
watson-developer-cloud/java-sdk,,1,1.0,1.0,1,82.0,31.0,1892.0,215856.0,
wayoftime/bloodmagic,1.0,0,,,0,0.0,5.0,325.0,89070.0,
web3j/web3j,1.0,0,1.0,0.0,1,3.0,5.0,42.0,2595.0,76.76
webankblockchain/wecross,1.0,0,1.0,1.0,1,20.0,18.0,201.0,12739.0,16.87
webankfintech/linkis,0.0,0,,,0,31.0,9.0,1046.0,78761.0,
webankpartners/wecube-platform,1.0,0,1.0,1.0,1,4.0,0.0,240.0,43597.0,0.29
webauthn4j/webauthn4j,1.0,0,1.0,1.0,1,17.0,18.0,162.0,3832.0,57.91
webbukkit/dynmap,0.0,0,,,0,26.0,36.0,253.0,24378.0,
weibocom/motan,1.0,0,,,0,22.0,1.0,110.0,3474.0,46.52
weld/core,1.0,0,,,0,0.0,20.0,502.0,1775.0,
wgzhao/addax,0.0,0,,,0,0.0,0.0,321.0,7385.0,
wicketstuff/core,0.0,1,,,0,9.0,30.0,165.0,2622840.0,
widdix/aws-cf-templates,,0,1.0,1.0,1,12.0,11.0,87.0,2660.0,
wiglenet/wigle-wifi-wardriving,,0,,,0,31.0,8.0,369.0,64187.0,
wikidata/wikidata-toolkit,1.0,0,1.0,1.0,1,24.0,17.0,29.0,300.0,82.02
wildfly/quickstart,1.0,0,,,0,13.0,11.0,88.0,2224.0,0.0
wildfly/wildfly,0.0,1,,,0,44.0,26.0,100.0,19728.0,
wildfly/wildfly-core,0.0,1,,,0,35.0,35.0,74.0,679.0,
winder/universal-g-code-sender,1.0,0,1.0,1.0,1,4.0,18.0,516.0,131989.0,
windup/windup,0.0,0,,,0,10.0,17.0,294.0,9568.0,
wiremock/wiremock,1.0,0,1.0,1.0,1,7.0,5.0,768.0,142145.0,81.33
wmixvideo/nfe,1.0,0,,,0,0.0,2.0,289.0,324868.0,13.96
wocommunity/wonder,0.0,0,,,0,2.0,17.0,34.0,1205.0,
wpilibsuite/gradlerio,1.0,0,1.0,1.0,1,17.0,10.0,90.0,2600.0,
wso2/carbon-apimgt,0.0,1,1.0,0.0,1,106.0,13.0,145.0,16669.0,
wso2/micro-integrator,0.0,0,1.0,0.0,1,52.0,5.0,65.0,2559.0,
wso2/product-apim,,0,,,0,32.0,14.0,41.0,11478.0,
wso2/product-ei,0.0,0,,,0,38.0,2.0,47.0,2210.0,
wso2/product-is,1.0,0,,,0,24.0,15.0,24.0,186.0,
wso2/product-microgateway,0.0,0,1.0,1.0,1,86.0,36.0,149.0,8582.0,
wttech/aet,0.0,0,1.0,1.0,1,21.0,7.0,244.0,67232.0,
wynntils/wynntils,1.0,0,1.0,1.0,1,30.0,40.0,275.0,46924.0,
xbmc/kore,,0,,,0,4.0,26.0,86.0,20621.0,
xerial/sqlite-jdbc,1.0,0,,,0,18.0,70.0,100.0,3599.0,56.72
xnio/xnio,1.0,0,,,0,28.0,16.0,31.0,603.0,
xuxueli/xxl-job,1.0,0,1.0,1.0,1,0.0,3.0,29.0,417.0,
xwiki/xwiki-platform,0.0,1,0.0,0.0,1,54.0,35.0,162.0,10041.0,
yahoo/elide,1.0,1,,1.0,1,27.0,14.0,77.0,8139.0,
yahoo/fili,0.0,1,,1.0,1,28.0,0.0,167.0,21199.0,
yanagishima/yanagishima,0.0,1,,,0,27.0,1.0,76.0,1340.0,
yegor256/cactoos,1.0,0,,,0,63.0,206.0,111.0,7629.0,90.38
yegor256/qulice,1.0,1,1.0,1.0,1,16.0,206.0,177.0,12361.0,17.95
yegor256/rultor,0.0,0,0.0,0.0,1,0.0,106.0,74.0,1795.0,
yegor256/takes,0.0,0,1.0,1.0,1,50.0,260.0,499.0,21641.0,
yelp/nrtsearch,0.0,0,1.0,1.0,1,30.0,0.0,92.0,22191.0,
yidongnan/grpc-spring-boot-starter,0.0,0,1.0,1.0,1,44.0,35.0,152.0,16095.0,
yuliskov/smarttubenext,,0,,,0,0.0,0.0,22.0,669.0,
yuzutech/kroki,0.0,0,,,0,12.0,24.0,33.0,1024.0,
zalando/jackson-datatype-money,1.0,0,1.0,1.0,1,0.0,21.0,23.0,74.0,100.0
zalando/logbook,1.0,0,1.0,1.0,1,1.0,27.0,26.0,1968.0,
zalando/nakadi,1.0,1,,,0,77.0,55.0,135.0,5510.0,49.27
zalando/opentracing-toolbox,1.0,0,1.0,1.0,1,0.0,27.0,29.0,150.0,61.03
zalando/problem,1.0,0,1.0,1.0,1,0.0,25.0,29.0,120.0,100.0
zalando/problem-spring-web,1.0,0,1.0,1.0,1,0.0,21.0,20.0,40.0,100.0
zalando/riptide,0.0,0,1.0,1.0,1,0.0,22.0,27.0,188.0,
zalando/zalenium,0.0,0,0.0,0.0,1,12.0,26.0,50.0,3425.0,
zanata/zanata-platform,0.0,1,,1.0,1,50.0,66.0,127.0,2914.0,
zaproxy/zap-extensions,0.0,0,1.0,1.0,1,71.0,46.0,271.0,15543.0,
zaproxy/zap-hud,1.0,0,1.0,1.0,1,28.0,3.0,39.0,1252.0,2.85
zaproxy/zaproxy,1.0,0,1.0,1.0,1,65.0,79.0,45.0,1589.0,
zebrunner/carina,1.0,0,,,0,0.0,1.0,50.0,9277.0,
zendesk/maxwell,1.0,0,1.0,1.0,1,26.0,37.0,102.0,4364.0,60.88
zerocracy/farm,0.0,0,0.0,0.0,1,29.0,260.0,484.0,26322.0,
zeromq/jeromq,,1,1.0,0.0,1,0.0,2.0,65.0,2063.0,
zkoss/zk,,1,1.0,1.0,1,50.0,4.0,102.0,1690.0,
zmxv/react-native-sound,,0,,,0,4.0,17.0,38.0,2948.0,
zo0r/react-native-push-notification,,0,,,0,14.0,43.0,32.0,817.0,
zoinkwiz/quest-helper,0.0,0,,,0,10.0,3.0,64.0,69438.0,
zoranpandovski/design-patterns,,0,,,0,20.0,1.0,41.0,1741.0,
zsmartsystems/com.zsmartsystems.zigbee,1.0,0,,,0,22.0,18.0,74.0,156908.0,30.44
zstackio/zstack,0.0,0,,,0,8.0,15.0,367.0,24924.0,
zxing/zxing,,1,1.0,1.0,1,63.0,50.0,172.0,2256.0,
