repo_name,local_build,sat_usage,ci_build_combined,ci_state,ci_usage,cr_reviews,cr_comments,cr_changed_files,cr_changed_lines,testing_coverage
jacoco/jacoco,1.0,0,1.0,1.0,1,42.0,28.0,79.0,1868.0,
jaegertracing/jaeger-client-java,0.0,1,,,0,31.0,50.0,60.0,1522.0,
jaeksoft/opensearchserver,0.0,0,0.0,0.0,1,1.0,2.0,580.0,63624.0,
janusgraph/janusgraph,1.0,0,1.0,1.0,1,78.0,51.0,77.0,1604.0,
java-native-access/jna,,1,1.0,1.0,1,47.0,75.0,72.0,1956.0,
java-operator-sdk/java-operator-sdk,1.0,0,1.0,1.0,1,68.0,76.0,274.0,43135.0,58.16
javacord/javacord,1.0,1,1.0,1.0,1,76.0,28.0,390.0,27475.0,
javadev/underscore-java,1.0,1,1.0,1.0,1,1.0,31.0,40.0,705.0,95.42
javaee-samples/javaee7-samples,0.0,0,,,0,6.0,9.0,72.0,3593.0,
javalite/javalite,0.0,0,,,0,8.0,13.0,203.0,9176.0,
javamoney/jsr354-ri,1.0,1,1.0,1.0,1,12.0,7.0,57.0,1236.0,48.36
javaparser/javaparser,1.0,0,1.0,0.0,1,4.0,22.0,48.0,5165.0,
javers/javers,1.0,0,1.0,1.0,1,5.0,15.0,193.0,6015.0,72.98
jbake-org/jbake,1.0,1,1.0,1.0,1,17.0,9.0,164.0,15002.0,
jbangdev/jbang,1.0,0,1.0,1.0,1,11.0,28.0,59.0,1083.0,51.32
jboss-modules/jboss-modules,1.0,0,1.0,1.0,1,37.0,22.0,40.0,1570.0,
jbosstm/narayana,1.0,1,,,0,161.0,488.0,1017.0,95867.0,
jchambers/pushy,1.0,0,,,0,6.0,13.0,81.0,1810.0,
jdbi/jdbi,0.0,1,,,0,13.0,3.0,94.0,4544.0,
jellyfin/jellyfin-androidtv,,0,1.0,1.0,1,34.0,10.0,167.0,3381.0,
jenetics/jenetics,1.0,0,,,0,0.0,0.0,232.0,25677.0,
jenkins-infra/update-center2,1.0,1,,1.0,1,35.0,22.0,47.0,1374.0,
jenkinsci/acceptance-test-harness,,0,,1.0,1,54.0,14.0,34.0,2814.0,
jenkinsci/bitbucket-branch-source-plugin,1.0,1,1.0,1.0,1,18.0,21.0,32.0,2592.0,40.03
jenkinsci/blueocean-plugin,1.0,0,1.0,1.0,1,140.0,27.0,286.0,6072.0,6.72
jenkinsci/configuration-as-code-plugin,1.0,1,0.0,0.0,1,7.0,29.0,26.0,620.0,40.94
jenkinsci/docker-plugin,1.0,0,1.0,1.0,1,19.0,35.0,209.0,6749.0,40.26
jenkinsci/docker-workflow-plugin,1.0,0,1.0,1.0,1,60.0,74.0,232.0,11729.0,24.7
jenkinsci/ec2-plugin,1.0,1,1.0,1.0,1,19.0,35.0,43.0,1262.0,33.96
jenkinsci/email-ext-plugin,1.0,0,1.0,1.0,1,17.0,15.0,25.0,252.0,54.56
jenkinsci/gerrit-trigger-plugin,1.0,1,0.0,0.0,1,81.0,52.0,80.0,4157.0,
jenkinsci/ghprb-plugin,0.0,1,1.0,1.0,1,32.0,93.0,32.0,685.0,
jenkinsci/git-client-plugin,1.0,0,1.0,1.0,1,21.0,10.0,31.0,1147.0,66.86
jenkinsci/github-branch-source-plugin,1.0,0,1.0,1.0,1,23.0,6.0,23.0,218.0,44.56
jenkinsci/github-plugin,1.0,1,1.0,1.0,1,43.0,65.0,64.0,1478.0,61.01
jenkinsci/gitlab-plugin,1.0,0,1.0,1.0,1,20.0,55.0,60.0,3045.0,43.34
jenkinsci/jenkins,1.0,1,1.0,1.0,1,63.0,42.0,41.0,2274.0,
jenkinsci/jenkinsfile-runner,1.0,0,1.0,1.0,1,39.0,22.0,59.0,771.0,
jenkinsci/jira-plugin,1.0,1,1.0,1.0,1,2.0,21.0,26.0,135.0,45.71
jenkinsci/kubernetes-plugin,1.0,0,,0.0,1,33.0,19.0,79.0,2367.0,40.73
jenkinsci/mesos-plugin,1.0,0,0.0,0.0,1,21.0,14.0,103.0,3087.0,36.17
jenkinsci/performance-plugin,0.0,1,1.0,1.0,1,33.0,61.0,130.0,5345.0,
jenkinsci/plugin-installation-manager-tool,1.0,1,0.0,0.0,1,11.0,7.0,20.0,113.0,
jenkinsci/remoting,1.0,1,1.0,1.0,1,37.0,29.0,25.0,162.0,
jenkinsci/subversion-plugin,1.0,0,1.0,1.0,1,35.0,43.0,128.0,4512.0,41.83
jenkinsci/swarm-plugin,1.0,1,1.0,1.0,1,21.0,8.0,30.0,296.0,
jenkinsci/tfs-plugin,0.0,1,0.0,0.0,1,65.0,8.0,70.0,1697.0,
jenkinsci/warnings-ng-plugin,1.0,1,0.0,0.0,1,4.0,19.0,42.0,3022.0,39.35
jenkinsci/workflow-cps-plugin,1.0,0,1.0,1.0,1,56.0,29.0,37.0,459.0,70.87
jensgerdes/sonar-pmd,1.0,0,1.0,1.0,1,,,,,0.0
jeremylong/dependencycheck,1.0,1,1.0,1.0,1,19.0,9.0,33.0,704.0,
jetbrains/intellij-plugins,,0,,,0,,,,,
jetbrains/intellij-sdk-docs,,0,,,0,,,,,
jflex-de/jflex,1.0,0,1.0,1.0,1,1.0,2.0,222.0,7189.0,
jfrog/build-info,0.0,0,,,0,25.0,0.0,100.0,3584.0,
jhipster/prettier-java,,1,,,0,6.0,14.0,94.0,8849.0,
jhy/jsoup,1.0,0,,,0,0.0,13.0,25.0,190.0,
jitsi/jicofo,1.0,1,1.0,0.0,1,30.0,39.0,102.0,2744.0,38.94
jitsi/jigasi,1.0,1,1.0,0.0,1,32.0,26.0,70.0,1948.0,19.09
jitsi/jitsi,,0,1.0,1.0,1,21.0,24.0,61.0,4527.0,
jitsi/jitsi-meet-torture,1.0,1,1.0,1.0,1,26.0,14.0,85.0,3547.0,
jitsi/libjitsi,1.0,0,1.0,1.0,1,34.0,15.0,963.0,24581.0,
jknack/handlebars.java,1.0,1,1.0,1.0,1,2.0,32.0,32.0,234.0,
jmonkeyengine/jmonkeyengine,,0,1.0,1.0,1,29.0,60.0,390.0,9566.0,
jmri/jmri,1.0,1,0.0,0.0,1,44.0,80.0,234.0,31584.0,
jmrozanec/cron-utils,0.0,1,,,0,0.0,27.0,68.0,5113.0,
joelittlejohn/jsonschema2pojo,,0,,,0,0.0,2.0,63.0,865.0,
joinfaces/joinfaces,0.0,1,1.0,1.0,1,0.0,11.0,21.0,42.0,
jolie/jolie,0.0,0,1.0,1.0,1,10.0,31.0,419.0,80456.0,
jonasoreland/runnerup,,0,,,0,18.0,45.0,167.0,6706.0,
jooby-project/jooby,,1,1.0,0.0,1,11.0,1.0,58.0,1696.0,
jooq/jooq,1.0,0,,,0,11.0,30.0,34.0,463715.0,
jpos/jpos,1.0,0,0.0,0.0,1,17.0,2.0,48.0,737.0,46.9
jqno/equalsverifier,1.0,1,1.0,1.0,1,0.0,20.0,23.0,236.0,96.36
json-path/jsonpath,1.0,0,,,0,12.0,12.0,51.0,6334.0,67.82
jsqlparser/jsqlparser,1.0,1,,,0,0.0,30.0,701.0,17705.0,68.05
jtablesaw/tablesaw,1.0,0,1.0,1.0,1,15.0,34.0,101.0,7719.0,68.05
julianhyde/sqlline,1.0,1,1.0,1.0,1,,,,,
junit-pioneer/junit-pioneer,1.0,1,0.0,0.0,1,86.0,46.0,97.0,10446.0,92.02
junit-team/junit4,1.0,0,1.0,1.0,1,47.0,44.0,108.0,4761.0,83.91
junit-team/junit5,0.0,1,1.0,0.0,1,60.0,74.0,94.0,6393.0,
jwtk/jjwt,1.0,0,1.0,1.0,1,36.0,40.0,40.0,2363.0,
k9mail/k-9,,0,,,0,1.0,10.0,117.0,1862.0,
karakun/openwebstart,0.0,0,,,0,10.0,9.0,51.0,1315.0,
karatelabs/karate,,0,1.0,1.0,1,12.0,16.0,73.0,4162.0,
keepsafe/dexcount-gradle-plugin,,0,1.0,1.0,1,0.0,0.0,123.0,9203.0,
kermitt2/grobid,1.0,0,1.0,1.0,1,32.0,82.0,126.0,2497406.0,
keycloak/keycloak,0.0,0,1.0,0.0,1,63.0,33.0,410.0,3057.0,
keycloak/keycloak-quickstarts,0.0,0,,,0,39.0,10.0,259.0,9716.0,
kframework/k,0.0,1,0.0,0.0,1,43.0,12.0,149.0,5912.0,
kiegroup/appformer,1.0,0,,,0,43.0,62.0,750.0,15054.0,
kiegroup/drools,1.0,1,,,0,56.0,72.0,210.0,119881.0,
kiegroup/droolsjbpm-integration,0.0,0,,,0,70.0,102.0,382.0,37125.0,
kiegroup/droolsjbpm-knowledge,1.0,0,,,0,26.0,31.0,31.0,1836.0,
kiegroup/jbpm,1.0,0,,,0,23.0,58.0,127.0,15897.0,
kiegroup/kogito-examples,1.0,0,,,0,99.0,141.0,603.0,32311.0,
kiegroup/kogito-runtimes,,0,,,0,165.0,310.0,535.0,4426.0,
kiegroup/optaplanner,0.0,0,,,0,60.0,101.0,139.0,6765.0,
kiegroup/optaplanner-quickstarts,,0,,,0,27.0,90.0,421.0,1732.0,
kiegroup/optaweb-vehicle-routing,1.0,0,,,0,18.0,19.0,73.0,316.0,86.36
killbill/killbill,1.0,1,,,0,31.0,2.0,101.0,4622.0,
knowm/xchange,1.0,0,1.0,1.0,1,61.0,23.0,131.0,27863.0,9.37
knowm/xchart,1.0,0,1.0,1.0,1,0.0,9.0,48.0,452.0,18.22
kobylynskyi/graphql-java-codegen,1.0,1,1.0,1.0,1,56.0,56.0,304.0,11712.0,
komamitsu/fluency,1.0,0,1.0,1.0,1,0.0,0.0,36.0,748.0,
kubernetes-client/java,,0,,,0,19.0,52.0,44.0,703.0,
kunal-kushwaha/dsa-bootcamp-java,,0,,,0,,,,,
kyoripowered/adventure,1.0,1,1.0,1.0,1,97.0,16.0,297.0,9433.0,
labsai/eddi,1.0,0,1.0,1.0,1,0.0,1.0,133.0,2430.0,
languagetool-org/languagetool,1.0,0,,1.0,1,4.0,3.0,27.0,3470.0,
lawnchairlauncher/lawnchair,,1,1.0,1.0,1,14.0,13.0,239.0,25156.0,
lbryio/lbry-android,,0,,,0,29.0,6.0,222.0,5719.0,
ldtteam/minecolonies,0.0,1,0.0,0.0,1,71.0,2.0,709.0,16723.0,
lenskit/lenskit,0.0,0,,,0,0.0,18.0,975.0,30941.0,
lettuce-io/lettuce-core,1.0,0,,,0,12.0,32.0,63.0,930.0,45.61
libgdx/libgdx,,0,1.0,1.0,1,53.0,54.0,80.0,214765.0,
librepdf/openpdf,1.0,1,,,0,4.0,23.0,28.0,1206.0,23.82
liferay/liferay-blade-samples,0.0,0,,,0,0.0,13.0,463.0,65751.0,
liferay/liferay-docs,,0,,,0,0.0,16.0,267.0,14603.0,
liferay/liferay-ide,,0,,,0,0.0,3.0,55.0,1108.0,
liferay/liferay-portal,,0,,,0,,,,,
lightbend/config,,1,1.0,1.0,1,44.0,36.0,245.0,54901.0,
line/armeria,1.0,1,1.0,0.0,1,329.0,67.0,232.0,94310.0,
line/centraldogma,1.0,1,0.0,0.0,1,33.0,42.0,103.0,6021.0,
line/line-bot-sdk-java,1.0,1,,,0,25.0,7.0,55.0,1714.0,51.66
linkedin/ambry,1.0,0,,,0,62.0,20.0,93.0,2227.0,
linkedin/brooklin,1.0,1,1.0,1.0,1,175.0,2.0,90.0,41808.0,
linkedin/cruise-control,1.0,1,1.0,1.0,1,28.0,6.0,204.0,3125.0,
linkedin/datahub,0.0,1,0.0,1.0,1,87.0,5.0,342.0,423361.0,
linkedin/kafka-monitor,1.0,1,0.0,0.0,1,59.0,8.0,54.0,2073.0,15.04
linkedin/rest.li,0.0,0,,,0,65.0,17.0,793.0,41198.0,
linkedin/tony,0.0,1,1.0,1.0,1,37.0,20.0,94.0,3277.0,
liquibase/liquibase,1.0,0,,,0,32.0,12.0,93.0,119690.0,
liquibase/liquigraph,1.0,0,1.0,1.0,1,8.0,8.0,333.0,6572.0,52.66
ln-zap/zap-android,,0,,1.0,1,0.0,5.0,126.0,2089.0,
locationtech/geowave,1.0,0,,,0,30.0,1.0,1748.0,67275.0,
locationtech/jts,1.0,1,1.0,1.0,1,12.0,15.0,597.0,17133.0,
locationtech/udig-platform,0.0,1,1.0,1.0,1,5.0,19.0,227.0,15706.0,
logicalclocks/hopsworks,0.0,1,,,0,19.0,1.0,108.0,6119.0,
logisim-evolution/logisim-evolution,0.0,1,1.0,1.0,1,104.0,58.0,1002.0,46137.0,
logstash/logstash-logback-encoder,1.0,1,1.0,1.0,1,33.0,40.0,418.0,5748.0,68.22
lothrazar/cyclic,0.0,1,,,0,5.0,20.0,467.0,15242.0,
lottie-react-native/lottie-react-native,,0,,,0,28.0,97.0,630.0,7462.0,
ls1intum/artemis,0.0,1,0.0,0.0,1,221.0,42.0,248.0,710459.0,
lsposed/lsposed,,0,1.0,1.0,1,27.0,3.0,88.0,2044.0,
ltsopensource/light-task-scheduler,0.0,0,,,0,0.0,4.0,31.0,2074.0,
lucee/lucee,,0,0.0,0.0,1,0.0,17.0,52.0,1047.0,
lukas-krecan/jsonunit,1.0,0,1.0,1.0,1,1.0,2.0,34.0,1965.0,54.96
lukas-krecan/shedlock,1.0,0,1.0,1.0,1,5.0,8.0,23.0,74.0,
m2049r/xmrwallet,,0,1.0,1.0,1,8.0,13.0,155.0,6413.0,
m66b/netguard,,0,,,0,2.0,44.0,130.0,352.0,
magefree/mage,0.0,0,1.0,1.0,1,63.0,96.0,850.0,132219.0,
magento/magento2-phpstorm-plugin,0.0,1,,,0,70.0,13.0,302.0,19867.0,
mantaro/mantarobot,0.0,0,,,0,0.0,0.0,113.0,1456.0,
mapbox/mapbox-gl-native-android,,1,,1.0,1,37.0,11.0,1809.0,744586.0,
mapbox/mapbox-java,0.0,1,1.0,1.0,1,64.0,18.0,91.0,9484.0,
mapbox/mapbox-plugins-android,,1,1.0,0.0,1,33.0,12.0,327.0,48400.0,
mapfish/mapfish-print,1.0,1,,,0,20.0,4.0,26.0,175.0,
mapsforge/mapsforge,,1,1.0,1.0,1,0.0,0.0,39.0,653.0,
mapstruct/mapstruct,,1,,,0,63.0,47.0,215.0,8012.0,
marcosbarbero/spring-cloud-zuul-ratelimit,1.0,0,1.0,1.0,1,17.0,11.0,36.0,146.0,87.5
marklogic/marklogic-data-hub,1.0,0,0.0,0.0,1,56.0,10.0,431.0,100681.0,
marquezproject/marquez,1.0,0,1.0,0.0,1,40.0,22.0,95.0,36296.0,22.11
martykan/forecastie,,0,0.0,0.0,1,0.0,29.0,107.0,14501.0,
marytts/marytts,1.0,0,0.0,0.0,1,2.0,37.0,934.0,107208.0,
material-components/material-components-android,,0,,,0,,,,,
matsim-org/matsim-libs,1.0,0,1.0,1.0,1,13.0,17.0,159.0,837907.0,44.64
maven-nar/nar-maven-plugin,1.0,0,1.0,1.0,1,9.0,18.0,70.0,1872.0,11.5
maxcom/lorsource,1.0,0,,,0,5.0,9.0,32.0,452.0,
mbeddr/mbeddr.core,1.0,0,1.0,1.0,1,15.0,32.0,2272.0,45083.0,
mcmmo-dev/mcmmo,1.0,0,,,0,31.0,45.0,32.0,8596.0,3.46
mcreator/mcreator,0.0,0,1.0,1.0,1,16.0,4.0,1229.0,51977.0,
megamek/megamek,1.0,0,,,0,30.0,16.0,122.0,496410.0,
mekanism/mekanism,0.0,0,,,0,28.0,11.0,481.0,125858.0,
metasfresh/metasfresh,,0,,1.0,1,28.0,11.0,347.0,69402.0,
meteordevelopment/meteor-client,0.0,0,1.0,1.0,1,2.0,34.0,95.0,112733.0,
metersphere/metersphere,1.0,0,1.0,1.0,1,20.0,0.0,133.0,5767.0,
mewna/catnip,0.0,0,,,0,3.0,17.0,48.0,1033.0,
mezz/justenoughitems,0.0,0,,,0,35.0,27.0,434.0,10328.0,
micdoodle8/galacticraft,0.0,0,,,0,5.0,26.0,61.0,7600.0,
micro-manager/micro-manager,,0,1.0,1.0,1,0.0,1.0,170.0,9487.0,
microg/gmscore,,0,1.0,1.0,1,12.0,35.0,62.0,2899.0,
micrometer-metrics/micrometer,1.0,1,1.0,1.0,1,17.0,24.0,51.0,2218.0,
micronaut-projects/micronaut-core,1.0,1,1.0,1.0,1,3.0,15.0,83.0,3102.0,
micronaut-projects/micronaut-data,1.0,1,0.0,0.0,1,29.0,23.0,400.0,7521.0,
micronaut-projects/micronaut-security,1.0,1,1.0,1.0,1,16.0,8.0,172.0,2348.0,40.98
micronaut-projects/micronaut-starter,1.0,1,1.0,1.0,1,7.0,14.0,53.0,1485.0,12.48
microsoft/appcenter-sdk-android,,0,0.0,0.0,1,72.0,6.0,360.0,11345.0,
microsoft/applicationinsights-java,0.0,1,1.0,1.0,1,47.0,20.0,1008.0,80294.0,
microsoft/azure-maven-plugins,1.0,1,1.0,1.0,1,38.0,0.0,86.0,1629.0,
microsoft/azure-tools-for-java,0.0,1,1.0,0.0,1,56.0,5.0,1701.0,125857.0,
microsoft/botbuilder-java,1.0,1,1.0,1.0,1,19.0,1.0,97.0,4103.0,67.96
microsoft/java-debug,1.0,0,,,0,30.0,5.0,84.0,3443.0,9.47
microsoft/mssql-jdbc,0.0,1,1.0,1.0,1,111.0,33.0,74.0,21523.0,
microsoft/playwright-java,1.0,0,1.0,0.0,1,11.0,5.0,116.0,5773.0,
microsoft/vscode-java-test,,1,1.0,1.0,1,50.0,1.0,136.0,8370.0,
microsoftgraph/msgraph-sdk-java,,0,1.0,0.0,1,30.0,7.0,402.0,255392.0,
milkbowl/vault,0.0,0,1.0,1.0,1,0.0,38.0,63.0,3023.0,
miloskozak/androidaps,,0,,,0,12.0,24.0,718.0,120042.0,
minecraftforge/forgegradle,1.0,0,,1.0,1,38.0,19.0,166.0,10871.0,
minecraftforge/minecraftforge,0.0,0,,1.0,1,71.0,31.0,83.0,9576.0,
minerllabs/minerl,,0,0.0,0.0,1,28.0,17.0,46.0,1287.0,
minestom/minestom,0.0,0,1.0,1.0,1,3.0,6.0,204.0,8014.0,
minio/minio-java,1.0,1,,,0,54.0,6.0,41.0,5939.0,
mirkosertic/bytecoder,0.0,0,1.0,1.0,1,0.0,12.0,44.0,707.0,
miso-lims/miso-lims,1.0,0,,,0,48.0,3.0,295.0,8077.0,5.4
mission-peace/interview,0.0,0,,,0,,,,,
mit-cml/appinventor-sources,,1,,,0,33.0,34.0,73.0,95422.0,
mixpanel/mixpanel-android,,0,1.0,1.0,1,25.0,0.0,189.0,23142.0,
mobivm/robovm,,0,1.0,1.0,1,4.0,20.0,2126.0,20097.0,
mock-server/mockserver,1.0,1,0.0,0.0,1,0.0,3.0,44.0,388.0,
mockito/mockito,,1,1.0,1.0,1,5.0,33.0,67.0,1831.0,
mohistmc/mohist,0.0,0,1.0,1.0,1,3.0,17.0,278.0,155206.0,
molgenis/systemsgenetics,1.0,0,,,0,21.0,0.0,450.0,1525188.0,59.32
mongock/mongock,1.0,0,,,0,14.0,0.0,133.0,3688.0,8.82
mongock/mongock-driver-mongodb,0.0,0,,,0,14.0,0.0,133.0,3688.0,
mongodb/mongo-java-driver,1.0,1,,,0,159.0,12.0,1130.0,103870.0,
moquette-io/moquette,1.0,1,,,0,29.0,14.0,60.0,1252.0,69.52
morenoh149/react-native-contacts,,0,,,0,0.0,8.0,41.0,13964.0,
morphiaorg/morphia,1.0,1,,,0,10.0,19.0,30.0,1234.0,0.0
movingblocks/destinationsol,1.0,0,,1.0,1,58.0,22.0,190.0,11671.0,
movingblocks/terasology,1.0,1,1.0,1.0,1,70.0,25.0,68.0,7886.0,
movingblocks/terasologylauncher,1.0,1,,,0,54.0,24.0,108.0,8318.0,
mozillareality/firefoxreality,,0,,,0,1.0,0.0,73.0,35083.0,
mplushnikov/lombok-intellij-plugin,0.0,0,0.0,0.0,1,4.0,49.0,56.0,2942.0,
msgpack/msgpack-java,,0,,,0,1.0,2.0,65.0,9717.0,
mulesoft/mule,0.0,0,,,0,23.0,7.0,174.0,3890.0,
multiverse/multiverse-core,1.0,0,1.0,1.0,1,43.0,19.0,91.0,4766.0,14.6
mvndaemon/mvnd,1.0,0,,,0,7.0,5.0,90.0,6588.0,38.6
mybatis/generator,,1,1.0,1.0,1,0.0,20.0,209.0,6555.0,
mybatis/guice,1.0,0,1.0,1.0,1,0.0,20.0,20.0,40.0,49.91
mybatis/jpetstore-6,1.0,0,0.0,0.0,1,0.0,20.0,20.0,40.0,26.92
mybatis/mybatis-3,1.0,0,1.0,1.0,1,1.0,24.0,22.0,56.0,82.03
mybatis/mybatis-dynamic-sql,1.0,1,1.0,1.0,1,0.0,20.0,55.0,1132.0,94.9
mybatis/spring,1.0,0,1.0,1.0,1,0.0,22.0,154.0,779.0,81.97
mybatis/spring-boot-starter,1.0,0,1.0,1.0,1,0.0,9.0,299.0,1334.0,84.13
mycatapache/mycat-server,0.0,0,,,0,0.0,18.0,87.0,6687.0,
myrobotlab/myrobotlab,0.0,0,,1.0,1,57.0,2.0,508.0,54524.0,
natario1/cameraview,,0,1.0,0.0,1,11.0,17.0,117.0,8392.0,
nationalsecurityagency/datawave,0.0,1,1.0,1.0,1,158.0,12.0,131.0,72844.0,
nationalsecurityagency/ghidra,0.0,0,,,0,11.0,22.0,21.0,2141.0,
nats-io/nats.java,1.0,0,1.0,1.0,1,42.0,0.0,126.0,10079.0,66.08
naver/ngrinder,1.0,0,,,0,57.0,2.0,225.0,10527.0,29.98
neamar/kiss,,0,1.0,1.0,1,16.0,28.0,71.0,1950.0,
nekox-dev/nekox,,0,,,0,,,,,
neo4j-contrib/neo4j-apoc-procedures,1.0,0,1.0,1.0,1,3.0,0.0,308.0,9780.0,64.34
neo4j/neo4j,1.0,1,,,0,,,,,
neo4j/neo4j-java-driver,1.0,0,,,0,27.0,8.0,87.0,1886.0,
neo4j/neo4j-ogm,,1,1.0,1.0,1,17.0,24.0,105.0,2910.0,
netcentric/accesscontroltool,1.0,0,1.0,1.0,1,32.0,20.0,137.0,3868.0,24.45
netflix/astyanax,1.0,1,1.0,1.0,1,5.0,4.0,548.0,12722.0,0.0
netflix/conductor,1.0,0,1.0,1.0,1,34.0,30.0,128.0,21442.0,10.21
netflix/dyno,1.0,0,1.0,1.0,1,23.0,8.0,263.0,33964.0,
netflix/eureka,0.0,1,1.0,0.0,1,23.0,19.0,61.0,530.0,
netflix/genie,1.0,1,1.0,1.0,1,26.0,35.0,138.0,4616.0,
netflix/governator,1.0,1,1.0,1.0,1,39.0,15.0,74.0,5045.0,53.23
netflix/hollow,0.0,1,1.0,1.0,1,66.0,10.0,83.0,1516.0,
netflix/metacat,0.0,1,1.0,1.0,1,48.0,0.0,96.0,1638.0,
netflix/photon,0.0,0,1.0,1.0,1,49.0,17.0,206.0,54433.0,
netflix/priam,0.0,1,,,0,19.0,6.0,108.0,4120.0,
netflix/ribbon,1.0,1,1.0,1.0,1,3.0,2.0,88.0,2163.0,41.32
netflix/spectator,1.0,1,1.0,1.0,1,9.0,4.0,81.0,2039.0,80.34
netflix/titus-control-plane,0.0,0,0.0,0.0,1,40.0,4.0,320.0,7668.0,
netflix/zuul,1.0,1,1.0,1.0,1,29.0,3.0,59.0,1485.0,25.04
netty/netty,0.0,1,,,0,70.0,27.0,203.0,3437.0,
netty/netty-incubator-codec-quic,,0,,,0,13.0,5.0,94.0,3331.0,
networknt/light-4j,1.0,0,,,0,6.0,4.0,36.0,434.0,
networknt/light-example-4j,,0,,,0,,,,,
nextcloud/android,,1,1.0,1.0,1,24.0,85.0,82.0,1238.0,
nextcloud/news-android,,0,,,0,12.0,16.0,242.0,3557.0,
nextcloud/talk-android,,1,1.0,1.0,1,38.0,56.0,123.0,1606.0,
nifty-gui/nifty-gui,,1,,,0,9.0,27.0,172.0,7143.0,
nightscout/androidaps,,0,0.0,0.0,1,2.0,16.0,342.0,40966.0,
nightscoutfoundation/xdrip,,0,1.0,1.0,1,153.0,138.0,84.0,13658.0,
nitorcreations/nflow,,0,1.0,1.0,1,24.0,40.0,183.0,6321.0,
nitrite/nitrite-java,,0,1.0,1.0,1,4.0,6.0,93.0,141415.0,
nlpchina/elasticsearch-sql,1.0,0,1.0,1.0,1,9.0,14.0,98.0,20828.0,0.0
nordic-institute/x-road,,1,,,0,33.0,3.0,412.0,176012.0,
novoda/spikes,,1,,,0,83.0,6.0,611.0,277579.0,
numenta/htm.java,0.0,0,,,0,33.0,80.0,175.0,23383.0,
nutzam/nutz,0.0,0,0.0,0.0,1,3.0,18.0,86.0,2793.0,
nuxeo/nuxeo,0.0,1,,,0,45.0,28.0,81.0,2087.0,
nyrds/remixed-dungeon,,0,,,0,,,,,
oblac/jodd,1.0,1,,,0,5.0,32.0,31.0,288410.0,43.53
ocetnik/react-native-background-timer,,0,1.0,1.0,1,0.0,0.0,53.0,10137.0,
odpi/egeria,1.0,1,0.0,0.0,1,11.0,0.0,1168.0,385260.0,10.5
okta/okta-spring-boot,1.0,0,1.0,1.0,1,28.0,5.0,53.0,328.0,59.78
oltpbenchmark/oltpbench,1.0,0,,,0,195.0,13.0,1644.0,16950355.0,
ome/bioformats,1.0,1,0.0,1.0,1,5.0,57.0,71.0,2421.0,
ome/openmicroscopy,,1,,,0,21.0,26.0,32.0,1970.0,
onebusaway/onebusaway-android,,0,,,0,9.0,26.0,154.0,6036.0,
oneops/oneops,0.0,0,,,0,9.0,5.0,155.0,70493.0,
onesignal/onesignal-android-sdk,,0,,,0,42.0,4.0,63.0,2778.0,
onesignal/react-native-onesignal,,0,,,0,24.0,1.0,68.0,5557.0,
ontodev/robot,,0,1.0,1.0,1,48.0,50.0,83.0,26726.0,
ooni/probe-android,,0,1.0,0.0,1,28.0,15.0,294.0,27859.0,
opacapp/opacclient,,0,,,0,2.0,1.0,99.0,15685.0,
open-keychain/open-keychain,,1,1.0,1.0,1,10.0,41.0,542.0,13261.0,
open-metadata/openmetadata,1.0,1,1.0,1.0,1,,,,,20.0
open-osrs/runelite,1.0,1,1.0,1.0,1,11.0,6.0,634.0,141932.0,
open-rsc/core-framework,,1,,,0,18.0,16.0,655.0,19249.0,
open-telemetry/opentelemetry-java,1.0,1,1.0,1.0,1,152.0,33.0,301.0,52913.0,
open-telemetry/opentelemetry-java-instrumentation,0.0,1,1.0,1.0,1,78.0,34.0,140.0,68231.0,
openapitools/openapi-generator,,1,1.0,1.0,1,14.0,64.0,928.0,83435.0,
opencast/opencast,1.0,1,1.0,1.0,1,25.0,42.0,242.0,15384.0,
opencb/opencga,0.0,1,0.0,0.0,1,0.0,0.0,57.0,300835.0,
openclinica/openclinica,0.0,0,,,0,17.0,28.0,38.0,2203.0,
opencubicchunks/cubicchunks,0.0,0,1.0,1.0,1,10.0,7.0,128.0,7506.0,
openems/openems,1.0,1,1.0,1.0,1,44.0,13.0,145.0,278539.0,
openfeign/feign,1.0,1,1.0,1.0,1,32.0,29.0,67.0,25815.0,
opengamma/strata,1.0,0,1.0,1.0,1,63.0,1.0,148.0,22867.0,
openhab/openhab-addons,1.0,1,1.0,1.0,1,27.0,31.0,88.0,56449.0,5.56
openhab/openhab-core,1.0,1,1.0,1.0,1,66.0,74.0,127.0,5148.0,22.84
openhab/org.openhab.binding.zwave,0.0,1,,,0,1.0,4.0,102.0,17824.0,
openhft/chronicle-queue,1.0,0,0.0,0.0,1,18.0,0.0,51.0,1251.0,63.42
openid/appauth-android,,1,1.0,1.0,1,14.0,64.0,207.0,7063.0,
openjdk/jdk,,1,,,0,,,,,
openjdk/jdk17,,1,,,0,,,,,
openjdk/jmc,0.0,1,,,0,,,,,
openjdk/panama-foreign,,1,,,0,,,,,
openjdk/skara,0.0,0,,,0,,,,,
openjdk/valhalla,,1,,,0,,,,,
openliberty/open-liberty,,1,,,0,51.0,264.0,345.0,9015.0,
openlineage/openlineage,,0,1.0,0.0,1,92.0,26.0,293.0,161520.0,
openmf/android-client,,1,1.0,1.0,1,17.0,5.0,512.0,84963.0,
